"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"690065","1940",2,27122824,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"690066","1940",2,27122828,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690068","1940",2,27122839,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690069","1940",2,27122842,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"690070","1940",2,27122848,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",3,"3rd grade"
"690071","1940",2,27122858,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690072","1940",2,27122859,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690074","1940",2,27122868,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690076","1940",2,27122875,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"690077","1940",2,27122877,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690348","1940",2,27123899,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690349","1940",2,27123899,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690355","1940",2,27123901,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690358","1940",2,27123908,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690364","1940",2,27123916,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",14,"2nd year of college"
"690366","1940",2,27123919,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"690381","1940",2,27123943,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690384","1940",2,27123945,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690403","1940",2,27123959,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Washington","Washington","Yes, in school",10,"10th grade"
"690405","1940",2,27123960,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690412","1940",2,27123963,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690415","1940",2,27123967,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690417","1940",2,27123968,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"690421","1940",2,27123970,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690427","1940",2,27123974,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690430","1940",2,27123981,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690432","1940",2,27123982,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"690438","1940",2,27123990,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690447","1940",2,27123995,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690449","1940",2,27124000,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690456","1940",2,27124009,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690459","1940",2,27124015,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690466","1940",2,27124026,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690467","1940",2,27124026,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"690470","1940",2,27124030,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"690480","1940",2,27124040,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690481","1940",2,27124041,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690482","1940",2,27124041,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690491","1940",2,27124045,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690500","1940",2,27124058,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"690504","1940",2,27124062,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690515","1940",2,27124072,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",8,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690529","1940",2,27124088,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690535","1940",2,27124095,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"690538","1940",2,27124097,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690539","1940",2,27124098,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"690541","1940",2,27124105,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690556","1940",2,27124114,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690562","1940",2,27124118,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"690564","1940",2,27124120,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",8,"8th grade"
"690566","1940",2,27124121,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690568","1940",2,27124123,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690569","1940",2,27124123,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690570","1940",2,27124125,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690579","1940",2,27124133,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"690583","1940",2,27124135,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690589","1940",2,27124138,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690590","1940",2,27124138,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690598","1940",2,27124142,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690601","1940",2,27124148,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","Yes, in school",15,"3rd year of college"
"690602","1940",2,27124148,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690607","1940",2,27124152,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","West Virginia","West Virginia","Yes, in school",11,"11th grade"
"690616","1940",2,27124157,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690620","1940",2,27124159,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690623","1940",2,27124161,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"690628","1940",2,27124168,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"690634","1940",2,27124171,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690637","1940",2,27124173,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"690638","1940",2,27124174,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"690645","1940",2,27124181,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"690647","1940",2,27124182,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"690651","1940",2,27124183,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"690657","1940",2,27124186,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"690658","1940",2,27124186,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"690664","1940",2,27124195,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690665","1940",2,27124195,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690668","1940",2,27124197,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"690680","1940",2,27124211,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","20","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"690681","1940",2,27124211,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"690684","1940",2,27124213,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
